Date,Open,High,Low,Close,Volume
22.10.2015 17:00:00.000 GMT-0400,2064.126,2081.344,2060.550,2075.708,51.7824
23.10.2015 17:00:00.000 GMT-0400,2075.708,2075.708,2075.708,2075.708,0
24.10.2015 17:00:00.000 GMT-0400,2075.708,2075.708,2075.708,2075.708,0
25.10.2015 17:00:00.000 GMT-0400,2067.880,2074.595,2064.353,2070.396,38.2509
26.10.2015 17:00:00.000 GMT-0400,2065.582,2070.396,2058.143,2065.876,38.2818
27.10.2015 17:00:00.000 GMT-0400,2069.568,2090.098,2062.353,2090.074,19.6143
28.10.2015 17:00:00.000 GMT-0400,2084.537,2092.584,2079.527,2088.696,23.000500000000002
29.10.2015 17:00:00.000 GMT-0400,2098.356,2099.402,2079.601,2079.795,57.8136
30.10.2015 17:00:00.000 GMT-0400,2079.795,2079.795,2079.795,2079.795,0
31.10.2015 17:00:00.000 GMT-0400,2079.795,2079.795,2079.795,2079.795,0
01.11.2015 17:00:00.000 GMT-0500,2071.066,2103.599,2070.547,2103.369,16.5399
02.11.2015 17:00:00.000 GMT-0500,2100.118,2116.469,2095.350,2114.011,27.7361
03.11.2015 17:00:00.000 GMT-0500,2108.191,2115.400,2096.385,2103.411,36.755500000000005
04.11.2015 17:00:00.000 GMT-0500,2102.179,2110.146,2089.860,2098.058,19.2991
05.11.2015 17:00:00.000 GMT-0500,2100.565,2103.714,2082.901,2098.858,105.3868
06.11.2015 17:00:00.000 GMT-0500,2098.858,2098.858,2098.858,2098.858,0
07.11.2015 17:00:00.000 GMT-0500,2098.858,2098.858,2098.858,2098.858,0
08.11.2015 17:00:00.000 GMT-0500,2098.590,2098.964,2067.288,2079.096,42.719699999999996
09.11.2015 17:00:00.000 GMT-0500,2082.078,2083.449,2069.453,2083.088,56.131099999999996
10.11.2015 17:00:00.000 GMT-0500,2083.568,2091.695,2074.271,2074.594,29.898799999999998
11.11.2015 17:00:00.000 GMT-0500,2078.089,2082.100,2045.551,2046.072,24.8875
12.11.2015 17:00:00.000 GMT-0500,2046.389,2050.600,2021.551,2022.557,26.2964
13.11.2015 17:00:00.000 GMT-0500,2022.557,2022.557,2022.557,2022.557,0
14.11.2015 17:00:00.000 GMT-0500,2022.557,2022.557,2022.557,2022.557,0
15.11.2015 17:00:00.000 GMT-0500,2012.681,2053.582,2012.158,2053.228,90.82270000000001
16.11.2015 17:00:00.000 GMT-0500,2053.891,2066.895,2045.399,2050.882,28.633300000000006
17.11.2015 17:00:00.000 GMT-0500,2050.086,2085.971,2046.758,2084.593,24.4656
18.11.2015 17:00:00.000 GMT-0500,2086.092,2092.400,2078.355,2080.991,28.5843
19.11.2015 17:00:00.000 GMT-0500,2082.364,2097.095,2080.850,2089.579,23.6392
20.11.2015 17:00:00.000 GMT-0500,2089.579,2089.579,2089.579,2089.579,0
21.11.2015 17:00:00.000 GMT-0500,2089.579,2089.579,2089.579,2089.579,0
22.11.2015 17:00:00.000 GMT-0500,2092.896,2095.649,2080.874,2085.854,22.4851
23.11.2015 17:00:00.000 GMT-0500,2087.355,2094.094,2068.971,2089.352,23.7336
24.11.2015 17:00:00.000 GMT-0500,2089.093,2095.100,2085.368,2089.053,20.0024
25.11.2015 17:00:00.000 GMT-0500,2092.357,2100.411,2091.055,2098.080,11.2805
26.11.2015 17:00:00.000 GMT-0500,2089.805,2093.690,2083.779,2090.593,17.44
27.11.2015 17:00:00.000 GMT-0500,2090.593,2090.593,2090.593,2090.593,0
28.11.2015 17:00:00.000 GMT-0500,2090.593,2090.593,2090.593,2090.593,0
29.11.2015 17:00:00.000 GMT-0500,2088.077,2096.599,2080.466,2081.064,21.697999999999997
30.11.2015 17:00:00.000 GMT-0500,2092.399,2103.099,2085.355,2102.349,35.257600000000004
01.12.2015 17:00:00.000 GMT-0500,2104.897,2106.100,2076.378,2079.386,23.046699999999998
02.12.2015 17:00:00.000 GMT-0500,2085.087,2096.738,2041.883,2049.585,93.09740000000001
03.12.2015 17:00:00.000 GMT-0500,2056.560,2094.429,2048.608,2090.558,87.32419999999999
04.12.2015 17:00:00.000 GMT-0500,2090.558,2090.558,2090.558,2090.558,0
05.12.2015 17:00:00.000 GMT-0500,2090.558,2090.558,2090.558,2090.558,0
06.12.2015 17:00:00.000 GMT-0500,2088.068,2096.424,2065.386,2077.055,76.65990000000001
07.12.2015 17:00:00.000 GMT-0500,2074.166,2078.219,2051.411,2062.600,83.4913
08.12.2015 17:00:00.000 GMT-0500,2064.659,2080.493,2035.017,2046.876,95.3538
09.12.2015 17:00:00.000 GMT-0500,2048.138,2067.699,2044.582,2051.561,86.4789
10.12.2015 17:00:00.000 GMT-0500,2054.575,2055.889,2008.087,2010.653,38.6997
11.12.2015 17:00:00.000 GMT-0500,2010.653,2010.653,2010.653,2010.653,0
12.12.2015 17:00:00.000 GMT-0500,2010.653,2010.653,2010.653,2010.653,0
13.12.2015 17:00:00.000 GMT-0500,2020.353,2028.897,1992.884,2023.200,81.7274
14.12.2015 17:00:00.000 GMT-0500,2020.871,2054.187,2019.544,2043.951,62.02559999999999
15.12.2015 17:00:00.000 GMT-0500,2051.155,2076.921,2040.205,2072.892,83.5657
16.12.2015 17:00:00.000 GMT-0500,2067.189,2081.894,2041.050,2041.382,36.9639
17.12.2015 17:00:00.000 GMT-0500,2028.997,2039.193,2004.770,2005.070,86.02770000000001
18.12.2015 17:00:00.000 GMT-0500,2005.070,2005.070,2005.070,2005.070,0
19.12.2015 17:00:00.000 GMT-0500,2005.070,2005.070,2005.070,2005.070,0
20.12.2015 17:00:00.000 GMT-0500,2009.275,2024.012,2005.344,2021.389,63.179899999999996
21.12.2015 17:00:00.000 GMT-0500,2028.882,2043.499,2016.569,2039.899,29.071400000000004
22.12.2015 17:00:00.000 GMT-0500,2041.926,2065.778,2041.308,2064.684,41.600899999999996
23.12.2015 17:00:00.000 GMT-0500,2058.070,2067.896,2056.238,2060.081,4.2339
24.12.2015 17:00:00.000 GMT-0500,2060.081,2060.081,2060.081,2060.081,0
25.12.2015 17:00:00.000 GMT-0500,2060.081,2060.081,2060.081,2060.081,0
26.12.2015 17:00:00.000 GMT-0500,2060.081,2060.081,2060.081,2060.081,0
27.12.2015 17:00:00.000 GMT-0500,2057.490,2059.898,2043.553,2056.063,2.0776999999999997
28.12.2015 17:00:00.000 GMT-0500,2058.853,2082.398,2058.362,2079.558,23.000900000000005
29.12.2015 17:00:00.000 GMT-0500,2079.571,2079.996,2060.650,2062.577,45.544399999999996
30.12.2015 17:00:00.000 GMT-0500,2064.383,2064.497,2044.357,2057.582,3.85
31.12.2015 17:00:00.000 GMT-0500,2057.582,2057.582,2057.582,2057.582,0
01.01.2016 17:00:00.000 GMT-0500,2057.582,2057.582,2057.582,2057.582,0
02.01.2016 17:00:00.000 GMT-0500,2057.582,2057.582,2057.582,2057.582,0
03.01.2016 17:00:00.000 GMT-0500,2024.328,2025.700,1988.929,2013.017,74.41180000000001
04.01.2016 17:00:00.000 GMT-0500,2021.164,2022.097,2001.051,2018.067,38.87369999999999
05.01.2016 17:00:00.000 GMT-0500,2001.598,2005.676,1978.567,1991.318,39.945499999999996
06.01.2016 17:00:00.000 GMT-0500,1964.100,1976.599,1938.061,1943.084,62.24240000000001
07.01.2016 17:00:00.000 GMT-0500,1960.581,1972.514,1917.795,1920.589,87.4634
08.01.2016 17:00:00.000 GMT-0500,1920.589,1920.589,1920.589,1920.589,0
09.01.2016 17:00:00.000 GMT-0500,1920.589,1920.589,1920.589,1920.589,0
10.01.2016 17:00:00.000 GMT-0500,1911.078,1936.336,1900.084,1922.369,119.2626
11.01.2016 17:00:00.000 GMT-0500,1911.869,1947.890,1908.569,1938.058,39.8414
12.01.2016 17:00:00.000 GMT-0500,1945.777,1954.094,1885.850,1890.362,31.8958
13.01.2016 17:00:00.000 GMT-0500,1900.856,1935.100,1879.070,1921.071,43.5134
14.01.2016 17:00:00.000 GMT-0500,1905.450,1910.201,1856.651,1879.099,111.86250000000001
15.01.2016 17:00:00.000 GMT-0500,1879.099,1879.099,1879.099,1879.099,0
16.01.2016 17:00:00.000 GMT-0500,1879.099,1879.099,1879.099,1879.099,0
17.01.2016 17:00:00.000 GMT-0500,1886.241,1897.321,1874.312,1880.372,65.28730000000002
18.01.2016 17:00:00.000 GMT-0500,1901.109,1914.834,1863.797,1881.600,79.9708
19.01.2016 17:00:00.000 GMT-0500,1848.554,1875.950,1811.082,1858.897,113.5112
20.01.2016 17:00:00.000 GMT-0500,1853.079,1890.224,1843.298,1867.386,114.88760000000003
21.01.2016 17:00:00.000 GMT-0500,1886.531,1909.250,1883.976,1906.595,101.82540000000002
22.01.2016 17:00:00.000 GMT-0500,1906.595,1906.595,1906.595,1906.595,0
23.01.2016 17:00:00.000 GMT-0500,1906.595,1906.595,1906.595,1906.595,0
24.01.2016 17:00:00.000 GMT-0500,1906.955,1907.822,1874.802,1877.583,99.39690000000002
25.01.2016 17:00:00.000 GMT-0500,1867.920,1906.485,1857.966,1903.098,104.70219999999999
26.01.2016 17:00:00.000 GMT-0500,1895.579,1916.597,1871.330,1882.362,125.4756
27.01.2016 17:00:00.000 GMT-0500,1885.592,1909.074,1872.498,1892.093,132.376
28.01.2016 17:00:00.000 GMT-0500,1906.083,1939.162,1896.125,1938.860,9.8002
29.01.2016 17:00:00.000 GMT-0500,1938.860,1938.860,1938.860,1938.860,0
30.01.2016 17:00:00.000 GMT-0500,1938.860,1938.860,1938.860,1938.860,0
31.01.2016 17:00:00.000 GMT-0500,1935.870,1946.687,1919.337,1937.896,63.791700000000006
01.02.2016 17:00:00.000 GMT-0500,1931.133,1932.532,1896.308,1903.083,84.9616
02.02.2016 17:00:00.000 GMT-0500,1900.897,1918.884,1871.871,1913.397,38.1086
03.02.2016 17:00:00.000 GMT-0500,1927.116,1927.747,1896.170,1915.858,68.1718
04.02.2016 17:00:00.000 GMT-0500,1910.491,1920.100,1871.569,1879.354,80.90750000000001
05.02.2016 17:00:00.000 GMT-0500,1879.354,1879.354,1879.354,1879.354,0
06.02.2016 17:00:00.000 GMT-0500,1879.354,1879.354,1879.354,1879.354,0
07.02.2016 17:00:00.000 GMT-0500,1888.977,1889.987,1827.711,1853.209,76.22840000000001
08.02.2016 17:00:00.000 GMT-0500,1842.643,1869.372,1831.732,1854.128,64.44069999999999
09.02.2016 17:00:00.000 GMT-0500,1848.586,1881.992,1848.586,1851.362,34.016799999999996
10.02.2016 17:00:00.000 GMT-0500,1841.638,1845.066,1808.071,1827.098,117.7398
11.02.2016 17:00:00.000 GMT-0500,1830.366,1864.880,1827.620,1864.626,35.645900000000005
12.02.2016 17:00:00.000 GMT-0500,1864.626,1864.626,1864.626,1864.626,0
13.02.2016 17:00:00.000 GMT-0500,1864.626,1864.626,1864.626,1864.626,0
14.02.2016 17:00:00.000 GMT-0500,1880.752,1893.998,1876.823,1889.130,60.7335
15.02.2016 17:00:00.000 GMT-0500,1893.615,1895.630,1874.074,1895.340,38.3251
16.02.2016 17:00:00.000 GMT-0500,1888.111,1931.115,1884.797,1926.110,33.271699999999996
17.02.2016 17:00:00.000 GMT-0500,1927.954,1937.101,1915.096,1918.613,32.96590000000001
18.02.2016 17:00:00.000 GMT-0500,1923.866,1926.130,1901.846,1917.082,32.146100000000004
19.02.2016 17:00:00.000 GMT-0500,1917.082,1917.082,1917.082,1917.082,0
20.02.2016 17:00:00.000 GMT-0500,1917.082,1917.082,1917.082,1917.082,0
21.02.2016 17:00:00.000 GMT-0500,1926.606,1946.868,1926.585,1944.614,29.040200000000002
22.02.2016 17:00:00.000 GMT-0500,1933.384,1941.129,1918.219,1920.828,31.3121
23.02.2016 17:00:00.000 GMT-0500,1918.865,1932.369,1890.011,1929.378,32.7674
24.02.2016 17:00:00.000 GMT-0500,1928.036,1952.113,1923.125,1951.966,34.287200000000006
25.02.2016 17:00:00.000 GMT-0500,1954.707,1971.370,1945.295,1947.864,20.936999999999998
26.02.2016 17:00:00.000 GMT-0500,1947.864,1947.864,1947.864,1947.864,0
27.02.2016 17:00:00.000 GMT-0500,1947.864,1947.864,1947.864,1947.864,0
28.02.2016 17:00:00.000 GMT-0500,1934.362,1958.477,1930.004,1930.859,95.1555
29.02.2016 17:00:00.000 GMT-0500,1931.114,1977.640,1931.114,1976.822,99.893
01.03.2016 17:00:00.000 GMT-0500,1977.500,1986.380,1968.130,1984.120,0
02.03.2016 17:00:00.000 GMT-0500,1984.120,1993.368,1976.578,1993.352,19.768300000000004
03.03.2016 17:00:00.000 GMT-0500,1992.104,2009.111,1985.850,2000.126,24.007
04.03.2016 17:00:00.000 GMT-0500,2000.126,2000.126,2000.126,2000.126,0
05.03.2016 17:00:00.000 GMT-0500,2000.126,2000.126,2000.126,2000.126,0
06.03.2016 17:00:00.000 GMT-0500,1995.129,2006.172,1986.589,2001.123,45.4825
07.03.2016 17:00:00.000 GMT-0500,1992.603,1995.745,1977.411,1979.845,40.91129999999999
08.03.2016 17:00:00.000 GMT-0500,1985.426,1995.367,1979.025,1989.609,161.0091
09.03.2016 17:00:00.000 GMT-0500,1989.724,2010.879,1968.346,1989.587,81.09729999999999
10.03.2016 17:00:00.000 GMT-0500,2003.611,2022.624,2002.425,2021.859,139.61020000000002
11.03.2016 17:00:00.000 GMT-0500,2021.859,2021.859,2021.859,2021.859,0
12.03.2016 17:00:00.000 GMT-0500,2021.859,2021.859,2021.859,2021.859,0
13.03.2016 17:00:00.000 GMT-0400,2017.089,2024.501,2011.844,2019.181,73.5133
14.03.2016 17:00:00.000 GMT-0400,2013.851,2016.099,2004.347,2016.070,54.8483
15.03.2016 17:00:00.000 GMT-0400,2017.728,2032.102,2006.474,2026.856,61.4197
16.03.2016 17:00:00.000 GMT-0400,2030.876,2046.128,2015.107,2040.487,88.1951
17.03.2016 17:00:00.000 GMT-0400,2041.964,2052.854,2036.461,2048.870,101.8991
18.03.2016 17:00:00.000 GMT-0400,2048.870,2048.870,2048.870,2048.870,0
19.03.2016 17:00:00.000 GMT-0400,2048.870,2048.870,2048.870,2048.870,0
20.03.2016 17:00:00.000 GMT-0400,2042.977,2054.099,2040.231,2051.039,125.71289999999999
21.03.2016 17:00:00.000 GMT-0400,2050.735,2057.356,2037.684,2050.847,11.659900000000002
22.03.2016 17:00:00.000 GMT-0400,2048.967,2054.868,2034.299,2037.879,11.0625
23.03.2016 17:00:00.000 GMT-0400,2034.119,2035.868,2021.570,2035.595,23.4887
24.03.2016 17:00:00.000 GMT-0400,2035.595,2035.595,2035.595,2035.595,0
25.03.2016 17:00:00.000 GMT-0400,2035.595,2035.595,2035.595,2035.595,0
26.03.2016 17:00:00.000 GMT-0400,2035.595,2035.595,2035.595,2035.595,0
27.03.2016 17:00:00.000 GMT-0400,2043.861,2048.870,2031.339,2036.642,15.0429
28.03.2016 17:00:00.000 GMT-0400,2040.491,2056.287,2028.082,2055.583,49.151
29.03.2016 17:00:00.000 GMT-0400,2056.820,2072.560,2056.437,2064.612,121.0698
30.03.2016 17:00:00.000 GMT-0400,2059.813,2067.309,2055.075,2058.839,116.537
31.03.2016 17:00:00.000 GMT-0400,2054.981,2075.118,2043.366,2073.108,55.56619999999999
01.04.2016 17:00:00.000 GMT-0400,2073.108,2073.108,2073.108,2073.108,0
02.04.2016 17:00:00.000 GMT-0400,2073.108,2073.108,2073.108,2073.108,0
03.04.2016 17:00:00.000 GMT-0400,2075.008,2079.185,2062.116,2066.070,40.468500000000006
04.04.2016 17:00:00.000 GMT-0400,2057.853,2060.457,2042.079,2045.340,34.503800000000005
05.04.2016 17:00:00.000 GMT-0400,2053.108,2067.627,2042.335,2066.628,26.5192
06.04.2016 17:00:00.000 GMT-0400,2066.122,2068.118,2033.066,2042.093,24.925500000000003
07.04.2016 17:00:00.000 GMT-0400,2048.115,2061.369,2041.344,2048.380,23.2102
08.04.2016 17:00:00.000 GMT-0400,2048.380,2048.380,2048.380,2048.380,0
09.04.2016 17:00:00.000 GMT-0400,2048.380,2048.380,2048.380,2048.380,0
10.04.2016 17:00:00.000 GMT-0400,2047.368,2063.368,2039.759,2042.094,67.63810000000001
11.04.2016 17:00:00.000 GMT-0400,2043.992,2065.118,2039.324,2061.618,26.188099999999995
12.04.2016 17:00:00.000 GMT-0400,2067.585,2083.618,2064.581,2082.351,26.747600000000002
13.04.2016 17:00:00.000 GMT-0400,2081.117,2087.866,2074.823,2081.838,25.6596
14.04.2016 17:00:00.000 GMT-0400,2083.252,2083.896,2075.837,2078.885,48.0877
15.04.2016 17:00:00.000 GMT-0400,2078.885,2078.885,2078.885,2078.885,0
16.04.2016 17:00:00.000 GMT-0400,2078.885,2078.885,2078.885,2078.885,0
17.04.2016 17:00:00.000 GMT-0400,2067.952,2094.850,2064.832,2094.344,75.81690000000002
18.04.2016 17:00:00.000 GMT-0400,2095.119,2104.617,2091.256,2100.871,36.942800000000005
19.04.2016 17:00:00.000 GMT-0400,2093.749,2111.369,2091.968,2102.874,21.810699999999997
20.04.2016 17:00:00.000 GMT-0400,2109.325,2110.111,2088.101,2091.834,52.34709999999999
21.04.2016 17:00:00.000 GMT-0400,2091.575,2094.700,2080.836,2091.620,66.44919999999999
22.04.2016 17:00:00.000 GMT-0400,2091.620,2091.620,2091.620,2091.620,0
23.04.2016 17:00:00.000 GMT-0400,2091.620,2091.620,2091.620,2091.620,0
24.04.2016 17:00:00.000 GMT-0400,2089.617,2091.526,2077.003,2087.977,68.69229999999999
25.04.2016 17:00:00.000 GMT-0400,2088.861,2096.877,2085.334,2091.365,18.327599999999997
26.04.2016 17:00:00.000 GMT-0400,2088.356,2099.861,2082.074,2095.119,26.0958
27.04.2016 17:00:00.000 GMT-0400,2084.605,2099.174,2071.084,2076.241,47.0195
28.04.2016 17:00:00.000 GMT-0400,2077.135,2081.125,2051.581,2064.179,43.941100000000006
29.04.2016 17:00:00.000 GMT-0400,2064.179,2064.179,2064.179,2064.179,0
30.04.2016 17:00:00.000 GMT-0400,2064.179,2064.179,2064.179,2064.179,0
01.05.2016 17:00:00.000 GMT-0400,2064.592,2083.239,2062.848,2080.608,58.49940000000001
02.05.2016 17:00:00.000 GMT-0400,2078.885,2080.626,2053.884,2063.117,76.55370000000002
03.05.2016 17:00:00.000 GMT-0400,2061.109,2064.879,2044.952,2050.746,46.7552
04.05.2016 17:00:00.000 GMT-0400,2059.104,2065.620,2044.842,2050.613,27.5718
05.05.2016 17:00:00.000 GMT-0400,2046.999,2057.996,2035.969,2057.326,64.7351
06.05.2016 17:00:00.000 GMT-0400,2057.326,2057.326,2057.326,2057.326,0
07.05.2016 17:00:00.000 GMT-0400,2057.326,2057.326,2057.326,2057.326,0
08.05.2016 17:00:00.000 GMT-0400,2060.368,2065.113,2053.686,2060.107,42.977199999999996
09.05.2016 17:00:00.000 GMT-0400,2064.533,2084.971,2062.863,2084.605,36.7226
10.05.2016 17:00:00.000 GMT-0400,2078.097,2082.620,2064.234,2064.235,23.0079
11.05.2016 17:00:00.000 GMT-0400,2066.829,2076.870,2052.605,2065.119,28.587199999999996
12.05.2016 17:00:00.000 GMT-0400,2056.369,2067.619,2042.597,2046.610,30.7007
13.05.2016 17:00:00.000 GMT-0400,2046.610,2046.610,2046.610,2046.610,0
14.05.2016 17:00:00.000 GMT-0400,2046.610,2046.610,2046.610,2046.610,0
15.05.2016 17:00:00.000 GMT-0400,2049.857,2072.119,2045.580,2066.378,11.856300000000001
16.05.2016 17:00:00.000 GMT-0400,2067.863,2072.369,2040.083,2047.348,27.743900000000007
17.05.2016 17:00:00.000 GMT-0400,2046.877,2060.869,2034.100,2046.586,30.103299999999997
18.05.2016 17:00:00.000 GMT-0400,2040.097,2044.124,2025.333,2039.084,26.081599999999998
19.05.2016 17:00:00.000 GMT-0400,2048.863,2058.798,2044.093,2052.858,23.9175
20.05.2016 17:00:00.000 GMT-0400,2052.858,2052.858,2052.858,2052.858,0
21.05.2016 17:00:00.000 GMT-0400,2052.858,2052.858,2052.858,2052.858,0
22.05.2016 17:00:00.000 GMT-0400,2054.111,2059.118,2046.237,2050.087,56.929300000000005
23.05.2016 17:00:00.000 GMT-0400,2045.347,2079.873,2044.047,2075.862,21.7427
24.05.2016 17:00:00.000 GMT-0400,2081.189,2094.983,2080.288,2089.525,25.5865
25.05.2016 17:00:00.000 GMT-0400,2087.649,2094.112,2086.528,2090.076,13.5149
26.05.2016 17:00:00.000 GMT-0400,2093.300,2100.170,2089.930,2099.420,0
27.05.2016 17:00:00.000 GMT-0400,2099.420,2099.420,2099.420,2099.420,0
28.05.2016 17:00:00.000 GMT-0400,2099.420,2099.420,2099.420,2099.420,0
29.05.2016 17:00:00.000 GMT-0400,2104.670,2105.034,2101.631,2103.546,5.1236000000000015
30.05.2016 17:00:00.000 GMT-0400,2103.165,2103.420,2087.663,2094.707,74.3672
31.05.2016 17:00:00.000 GMT-0400,2094.878,2100.669,2084.431,2098.405,18.759900000000002
01.06.2016 17:00:00.000 GMT-0400,2093.924,2105.171,2088.366,2105.138,17.8054
02.06.2016 17:00:00.000 GMT-0400,2104.641,2107.425,2084.240,2098.645,14.793099999999997
03.06.2016 17:00:00.000 GMT-0400,2098.645,2098.645,2098.645,2098.645,0
04.06.2016 17:00:00.000 GMT-0400,2098.645,2098.645,2098.645,2098.645,0
05.06.2016 17:00:00.000 GMT-0400,2099.349,2113.862,2096.535,2110.102,67.67389999999999
06.06.2016 17:00:00.000 GMT-0400,2110.331,2119.098,2110.326,2112.615,23.828000000000003
07.06.2016 17:00:00.000 GMT-0400,2111.644,2120.669,2109.377,2119.147,15.9102
08.06.2016 17:00:00.000 GMT-0400,2116.428,2117.791,2107.382,2116.129,17.7573
09.06.2016 17:00:00.000 GMT-0400,2112.633,2113.928,2089.228,2095.564,38.9614
10.06.2016 17:00:00.000 GMT-0400,2095.564,2095.564,2095.564,2095.564,0
11.06.2016 17:00:00.000 GMT-0400,2095.564,2095.564,2095.564,2095.564,0
12.06.2016 17:00:00.000 GMT-0400,2087.768,2098.172,2077.994,2079.264,55.15950000000001
13.06.2016 17:00:00.000 GMT-0400,2080.698,2081.751,2063.449,2074.915,22.0506
14.06.2016 17:00:00.000 GMT-0400,2072.771,2086.247,2069.692,2072.331,21.6144
15.06.2016 17:00:00.000 GMT-0400,2064.078,2079.879,2050.019,2077.865,23.240099999999998
16.06.2016 17:00:00.000 GMT-0400,2080.821,2080.860,2062.087,2070.322,41.001900000000006
17.06.2016 17:00:00.000 GMT-0400,2070.322,2070.322,2070.322,2070.322,0
18.06.2016 17:00:00.000 GMT-0400,2070.322,2070.322,2070.322,2070.322,0
19.06.2016 17:00:00.000 GMT-0400,2090.203,2101.097,2082.418,2083.624,37.2233
20.06.2016 17:00:00.000 GMT-0400,2089.715,2094.506,2082.228,2088.007,24.175100000000004
21.06.2016 17:00:00.000 GMT-0400,2090.606,2099.613,2083.586,2085.355,35.5041
22.06.2016 17:00:00.000 GMT-0400,2096.850,2112.642,2092.728,2112.473,66.6035
23.06.2016 17:00:00.000 GMT-0400,2011.771,2074.037,2009.564,2036.605,83.7039
24.06.2016 17:00:00.000 GMT-0400,2036.605,2036.605,2036.605,2036.605,0
25.06.2016 17:00:00.000 GMT-0400,2036.605,2036.605,2036.605,2036.605,0
26.06.2016 17:00:00.000 GMT-0400,2021.783,2031.301,1990.830,2000.114,94.81519999999999
27.06.2016 17:00:00.000 GMT-0400,2011.427,2035.608,2009.110,2035.587,89.001
28.06.2016 17:00:00.000 GMT-0400,2040.407,2073.111,2039.284,2070.474,85.3268
29.06.2016 17:00:00.000 GMT-0400,2070.990,2099.627,2065.135,2099.340,71.12209999999999
30.06.2016 17:00:00.000 GMT-0400,2096.371,2108.876,2089.835,2103.022,45.259499999999996
01.07.2016 17:00:00.000 GMT-0400,2103.022,2103.022,2103.022,2103.022,0
02.07.2016 17:00:00.000 GMT-0400,2103.022,2103.022,2103.022,2103.022,0
03.07.2016 17:00:00.000 GMT-0400,2108.258,2112.364,2103.080,2106.859,10.1283
04.07.2016 17:00:00.000 GMT-0400,2100.594,2101.119,2080.273,2088.327,56.408100000000005
05.07.2016 17:00:00.000 GMT-0400,2085.156,2101.194,2073.073,2098.083,48.4744
06.07.2016 17:00:00.000 GMT-0400,2100.359,2109.120,2088.972,2097.838,28.291500000000003
07.07.2016 17:00:00.000 GMT-0400,2096.486,2132.119,2095.699,2128.615,31.6465
08.07.2016 17:00:00.000 GMT-0400,2128.615,2128.615,2128.615,2128.615,0
09.07.2016 17:00:00.000 GMT-0400,2128.615,2128.615,2128.615,2128.615,0
10.07.2016 17:00:00.000 GMT-0400,2135.739,2143.367,2129.590,2136.279,58.4706
11.07.2016 17:00:00.000 GMT-0400,2137.349,2155.878,2136.845,2152.074,27.651
12.07.2016 17:00:00.000 GMT-0400,2149.511,2157.837,2145.495,2151.868,111.08740000000002
13.07.2016 17:00:00.000 GMT-0400,2154.083,2174.240,2153.844,2163.515,15.763200000000001
14.07.2016 17:00:00.000 GMT-0400,2158.833,2170.868,2155.073,2160.060,48.0156
15.07.2016 17:00:00.000 GMT-0400,2160.060,2160.060,2160.060,2160.060,0
16.07.2016 17:00:00.000 GMT-0400,2160.060,2160.060,2160.060,2160.060,0
17.07.2016 17:00:00.000 GMT-0400,2164.357,2169.500,2158.482,2166.366,21.914300000000004
18.07.2016 17:00:00.000 GMT-0400,2163.880,2164.748,2157.622,2164.333,20.736
19.07.2016 17:00:00.000 GMT-0400,2164.838,2175.862,2163.971,2172.533,17.2037
20.07.2016 17:00:00.000 GMT-0400,2173.066,2175.929,2159.155,2164.493,99.49600000000001
21.07.2016 17:00:00.000 GMT-0400,2162.776,2175.067,2162.735,2174.574,67.02229999999999
22.07.2016 17:00:00.000 GMT-0400,2174.574,2174.574,2174.574,2174.574,0
23.07.2016 17:00:00.000 GMT-0400,2174.574,2174.574,2174.574,2174.574,0
24.07.2016 17:00:00.000 GMT-0400,2171.915,2176.817,2161.731,2168.716,7.74
25.07.2016 17:00:00.000 GMT-0400,2169.920,2173.394,2159.365,2169.252,94.57659999999998
26.07.2016 17:00:00.000 GMT-0400,2172.141,2174.355,2157.831,2167.298,134.62709999999998
27.07.2016 17:00:00.000 GMT-0400,2169.673,2173.684,2159.096,2169.603,73.6909
28.07.2016 17:00:00.000 GMT-0400,2168.483,2177.068,2162.870,2172.508,76.1878
29.07.2016 17:00:00.000 GMT-0400,2172.508,2172.508,2172.508,2172.508,0
30.07.2016 17:00:00.000 GMT-0400,2172.508,2172.508,2172.508,2172.508,0
31.07.2016 17:00:00.000 GMT-0400,2182.150,2182.970,2165.412,2170.347,74.247
01.08.2016 17:00:00.000 GMT-0400,2172.865,2174.808,2147.280,2157.598,54.67030000000001
02.08.2016 17:00:00.000 GMT-0400,2155.119,2163.450,2150.583,2163.107,21.192300000000003
03.08.2016 17:00:00.000 GMT-0400,2162.592,2168.849,2158.239,2163.987,56.29079999999999
04.08.2016 17:00:00.000 GMT-0400,2166.531,2182.799,2165.343,2182.094,58.22749999999999
05.08.2016 17:00:00.000 GMT-0400,2182.094,2182.094,2182.094,2182.094,0
06.08.2016 17:00:00.000 GMT-0400,2182.094,2182.094,2182.094,2182.094,0
07.08.2016 17:00:00.000 GMT-0400,2182.321,2186.772,2177.189,2180.107,79.2655
08.08.2016 17:00:00.000 GMT-0400,2180.096,2187.491,2177.910,2181.511,70.92219999999999
09.08.2016 17:00:00.000 GMT-0400,2179.551,2184.831,2171.280,2175.726,71.66780000000001
10.08.2016 17:00:00.000 GMT-0400,2178.321,2188.448,2175.317,2185.709,79.8999
11.08.2016 17:00:00.000 GMT-0400,2184.067,2186.760,2178.530,2183.515,80.65700000000001
12.08.2016 17:00:00.000 GMT-0400,2183.515,2183.515,2183.515,2183.515,0
13.08.2016 17:00:00.000 GMT-0400,2183.515,2183.515,2183.515,2183.515,0
